Occ, a_min, a_mid, a_max, M_min, M_mid, M_max 
0.000686,0.06,0.061893650810810504,0.0638470668448424,2.417687257972894,2.5543246327171887,2.6986841692569943
0.000661,0.06,0.061893650810810504,0.0638470668448424,2.6986841692569943,2.851202291249511,3.0123400871561223
0.000698,0.06,0.061893650810810504,0.0638470668448424,3.0123400871561223,3.1825847041919566,3.3624508210555346
0.000653,0.06,0.061893650810810504,0.0638470668448424,3.3624508210555346,3.552482203890815,3.7532533501855805
0.000643,0.06,0.061893650810810504,0.0638470668448424,3.7532533501855805,3.9653712255759532,4.189477098807692
0.000609,0.06,0.061893650810810504,0.0638470668448424,4.189477098807692,4.42624848040168,4.676401170884524
0.000658,0.06,0.061893650810810504,0.0638470668448424,4.676401170884524,4.940691424776398,5.219918236878273
0.000664,0.06,0.061893650810810504,0.0638470668448424,5.219918236878273,5.514925757770336,5.82660584582409
0.000613,0.06,0.061893650810810504,0.0638470668448424,5.82660584582409,6.155900763443285,6.5038060256849075
0.000632,0.06,0.061893650810810504,0.0638470668448424,6.5038060256849075,6.871373409872062,7.25971413529735
0.000568,0.06,0.061893650810810504,0.0638470668448424,7.25971413529735,7.670002222629526,8.103478043179491
0.000606,0.06,0.061893650810810504,0.0638470668448424,8.103478043179491,8.561452068755672,9.045308833445212
0.000595,0.06,0.061893650810810504,0.0638470668448424,9.045308833445212,9.556511119298175,10.096604378568765
0.000587,0.06,0.061893650810810504,0.0638470668448424,10.096604378568765,10.66722140588275,11.27008727445586
0.00015,0.06,0.061893650810810504,0.0638470668448424,11.27008727445586,11.907024551286224,12.579958807087245
7.6e-05,0.06,0.061893650810810504,0.0638470668448424,12.579958807087245,13.290924437618376,14.042070814012659
6.9e-05,0.06,0.061893650810810504,0.0638470668448424,14.042070814012659,14.835668780694615,15.67411752053271
7.3e-05,0.06,0.061893650810810504,0.0638470668448424,15.67411752053271,16.55995180798096,17.49584967213718
6.2e-05,0.06,0.061893650810810504,0.0638470668448424,17.49584967213718,18.484640492884626,19.529313554592992
5.3e-05,0.06,0.061893650810810504,0.0638470668448424,19.529313554592992,20.63302708323817,21.799117794261466
5e-05,0.06,0.061893650810810504,0.0638470668448424,21.799117794261466,23.03111098003311,24.332731167416135
5.8e-05,0.06,0.061893650810810504,0.0638470668448424,24.332731167416135,25.707913377650407,27.160815022597262
5.3e-05,0.06,0.061893650810810504,0.0638470668448424,27.160815022597262,28.695828473309135,30.317594338921154
5e-05,0.06,0.061893650810810504,0.0638470668448424,30.317594338921154,32.03101549600908,33.84127191082679
4.1e-05,0.06,0.061893650810810504,0.0638470668448424,33.84127191082679,35.75383629923332,37.77449067165226
2.5e-05,0.06,0.061893650810810504,0.0638470668448424,37.77449067165226,39.909343813081726,42.1648497509999
2.5e-05,0.06,0.061893650810810504,0.0638470668448424,42.1648497509999,44.547827266997885,47.06548051112691
3.6e-05,0.06,0.061893650810810504,0.0638470668448424,47.06548051112691,49.72542078128044,52.535689533454075
2.2e-05,0.06,0.061893650810810504,0.0638470668448424,52.535689533454075,55.504782692447314,58.641676336502556
2.8e-05,0.06,0.061893650810810504,0.0638470668448424,58.641676336502556,61.955853833530256,65.45733451095779
2.1e-05,0.06,0.061893650810810504,0.0638470668448424,65.45733451095779,69.15670394587609,73.06514596705614
1.3e-05,0.06,0.061893650810810504,0.0638470668448424,73.06514596705614,77.19447646558302,81.55717911632256
5e-06,0.06,0.061893650810810504,0.0638470668448424,81.55717911632256,86.16644311821332,91.03620306747894
9e-06,0.06,0.061893650810810504,0.0638470668448424,91.03620306747894,96.18118108430411,101.61693132033079
7e-06,0.06,0.061893650810810504,0.0638470668448424,101.61693132033079,107.35988698152859,113.42741000859688
4e-06,0.06,0.061893650810810504,0.0638470668448424,113.42741000859688,119.83784356509167,126.61056749195744
6e-06,0.06,0.061893650810810504,0.0638470668448424,126.61056749195744,133.76605689611287,141.32594405021308
3e-06,0.06,0.061893650810810504,0.0638470668448424,141.32594405021308,149.31308379072314,157.7516226120118
1e-05,0.06,0.061893650810810504,0.0638470668448424,157.7516226120118,166.66707166534817,176.08638388349098
5e-06,0.06,0.061893650810810504,0.0638470668448424,176.08638388349098,186.0380354640305,196.55211195782155
5e-06,0.06,0.061893650810810504,0.0638470668448424,196.55211195782155,207.66039922276806,219.39647951792662
8e-06,0.06,0.061893650810810504,0.0638470668448424,219.39647951792662,231.79583302844003,244.8959451282275
6e-06,0.06,0.061893650810810504,0.0638470668448424,244.8959451282275,258.73641970470345,273.35909888812694
3e-06,0.06,0.061893650810810504,0.0638470668448424,273.35909888812694,288.8081895475435,305.13039693573796
3e-06,0.06,0.061893650810810504,0.0638470668448424,305.13039693573796,322.37506588723016,340.5943299961796
2e-06,0.06,0.061893650810810504,0.0638470668448424,340.5943299961796,359.843269225189,380.18007642148444
2e-06,0.06,0.061893650810810504,0.0638470668448424,380.18007642148444,401.66623324388144,424.3666960323934
1e-06,0.06,0.061893650810810504,0.0638470668448424,424.3666960323934,448.35009218239543,473.6889276170203
7e-06,0.06,0.061893650810810504,0.0638470668448424,473.6889276170203,500.45980598500944,528.7436602466912
3e-06,0.06,0.061893650810810504,0.0638470668448424,528.7436602466912,558.6259973482117,590.1971567237096
4e-06,0.06,0.061893650810810504,0.0638470668448424,590.1971567237096,623.5525834069318,658.7931165779523
5e-06,0.06,0.061893650810810504,0.0638470668448424,658.7931165779523,696.0252944173212,735.3616761892738
3e-06,0.06,0.061893650810810504,0.0638470668448424,735.3616761892738,776.9211825277038,820.8294549536521
4e-06,0.06,0.061893650810810504,0.0638470668448424,820.8294549536521,867.2192357111913,916.2307690700113
3e-06,0.06,0.061893650810810504,0.0638470668448424,916.2307690700113,968.0122253079195,1022.7201486550255
0.0,0.06,0.061893650810810504,0.0638470668448424,1022.7201486550255,1080.5199305538154,1141.5863096658716
1e-06,0.06,0.061893650810810504,0.0638470668448424,1141.5863096658716,1206.1039001368388,1274.2677497166753
2e-06,0.06,0.061893650810810504,0.0638470668448424,1274.2677497166753,1346.2839294224782,1422.370156526539
1e-06,0.06,0.061893650810810504,0.0638470668448424,1422.370156526539,1502.7564527530292,1587.68583967315
1e-06,0.06,0.061893650810810504,0.0638470668448424,1587.68583967315,1677.4150734010555,1772.2154208116622
2e-06,0.06,0.061893650810810504,0.0638470668448424,1772.2154208116622,1872.373479626966,1978.1920448501505
1e-06,0.06,0.061893650810810504,0.0638470668448424,1978.1920448501505,2089.991024166855,2208.1084050810155
0.0,0.06,0.061893650810810504,0.0638470668448424,2208.1084050810155,2332.9012767091076,2464.7469093218283
3e-06,0.06,0.061893650810810504,0.0638470668448424,2464.7469093218283,2604.0438948968845,2751.213352130962
0.0,0.06,0.061893650810810504,0.0638470668448424,2751.213352130962,2906.7001995538217,3070.9745005933823
0.0,0.06,0.061893650810810504,0.0638470668448424,3070.9745005933823,3244.5328846581474,3427.9000485331494
0.0,0.06,0.061893650810810504,0.0638470668448424,3427.9000485331494,3621.630342628391,3826.309446875285
1e-06,0.06,0.061893650810810504,0.0638470668448424,3826.309446875285,4042.556141337618,4271.024176889881
0.0,0.06,0.061893650810810504,0.0638470668448424,4271.024176889881,4512.404251618383,4767.426098920123
0.000364,0.0638470668448424,0.06586213434315254,0.06794079907816293,0.07999999999999999,0.08452125887808527,0.08929804002920383
0.000405,0.0638470668448424,0.06586213434315254,0.06794079907816293,0.08929804002920383,0.09434478448267444,0.09967674941321612
0.000387,0.0638470668448424,0.06586213434315254,0.06794079907816293,0.09967674941321612,0.10531005426600588,0.11126172948852864
0.000411,0.0638470668448424,0.06586213434315254,0.06794079907816293,0.11126172948852864,0.11754976801654278,0.12419317966981348
0.00038,0.0638470668448424,0.06586213434315254,0.06794079907816293,0.12419317966981348,0.13121204862206076,0.13862759411886386
0.000417,0.0638470668448424,0.06586213434315254,0.06794079907816293,0.13862759411886386,0.14646223462708277,0.15473965560973155
0.000376,0.0638470668448424,0.06586213434315254,0.06794079907816293,0.15473965560973155,0.1634848811311985,0.1727243495092878
0.000419,0.0638470668448424,0.06586213434315254,0.06794079907816293,0.1727243495092878,0.1824859932427924,0.1927993234562322
0.000417,0.0638470668448424,0.06586213434315254,0.06794079907816293,0.1927993234562322,0.20369551911704872,0.21520752129497553
0.000383,0.0638470668448424,0.06586213434315254,0.06794079907816293,0.21520752129497553,0.22737013274854592,0.24022012313980576
0.000412,0.0638470668448424,0.06586213434315254,0.06794079907816293,0.24022012313980576,0.25379634019531294,0.26813982714948303
0.000393,0.0638470668448424,0.06586213434315254,0.06794079907816293,0.26813982714948303,0.28329394682533116,0.2993045127277292
0.000357,0.0638470668448424,0.06586213434315254,0.06794079907816293,0.2993045127277292,0.31621992754549455,0.3340913294810264
0.00036,0.0638470668448424,0.06586213434315254,0.06794079907816293,0.3340913294810264,0.3529727468498688,0.37292126141758264
0.000339,0.0638470668448424,0.06586213434315254,0.06794079907816293,0.37292126141758264,0.3939971809677202,0.41626422162260607
0.000377,0.0638470668448424,0.06586213434315254,0.06794079907816293,0.41626422162260607,0.4397897004681118,0.46464473906476067
0.000376,0.0638470668448424,0.06586213434315254,0.06794079907816293,0.46464473906476067,0.4909044784604127,0.5186483063545496
0.000376,0.0638470668448424,0.06586213434315254,0.06794079907816293,0.5186483063545496,0.547960097100917,0.5789284652740918
0.000351,0.0638470668448424,0.06586213434315254,0.06794079907816293,0.5789284652740918,0.6116470335665513,0.6462147158261423
0.000352,0.0638470668448424,0.06586213434315254,0.06794079907816293,0.6462147158261423,0.6827360160896209,0.7213213445162929
0.00037,0.0638470668448424,0.06586213434315254,0.06794079907816293,0.7213213445162929,0.7620873511768764,0.805157278706688
0.000353,0.0638470668448424,0.06586213434315254,0.06794079907816293,0.805157278706688,0.8506613348892827,0.8987370862969332
0.000337,0.0638470668448424,0.06586213434315254,0.06794079907816293,0.8987370862969332,0.9495298741779894,1.0031932538484196
0.000357,0.0638470668448424,0.06586213434315254,0.06794079907816293,1.0031932538484196,1.0598894589158872,1.1197898917397926
0.000374,0.0638470668448424,0.06586213434315254,0.06794079907816293,1.1197898917397926,1.183075641610026,1.249938032210973
0.000329,0.0638470668448424,0.06586213434315254,0.06794079907816293,1.249938032210973,1.3205792000258516,1.3952127054299968
0.000322,0.0638470668448424,0.06586213434315254,0.06794079907816293,1.3952127054299968,1.4740641783205308,1.5573720002342704
0.000371,0.0638470668448424,0.06586213434315254,0.06794079907816293,1.5573720002342704,1.6453880250160273,1.7383783402160131
0.00036,0.0638470668448424,0.06586213434315254,0.06794079907816293,1.7383783402160131,1.8366240715181728,1.9404222326313807
0.000516,0.0638470668448424,0.06586213434315254,0.06794079907816293,1.9404222326313807,2.050086623212864,2.1659487775384263
0.000714,0.0638470668448424,0.06586213434315254,0.06794079907816293,2.1659487775384263,2.2883589667874706,2.417687257972894
0.000699,0.0638470668448424,0.06586213434315254,0.06794079907816293,2.417687257972894,2.5543246327171887,2.6986841692569943
0.000696,0.0638470668448424,0.06586213434315254,0.06794079907816293,2.6986841692569943,2.851202291249511,3.0123400871561223
0.000669,0.0638470668448424,0.06586213434315254,0.06794079907816293,3.0123400871561223,3.1825847041919566,3.3624508210555346
0.000655,0.0638470668448424,0.06586213434315254,0.06794079907816293,3.3624508210555346,3.552482203890815,3.7532533501855805
0.000699,0.0638470668448424,0.06586213434315254,0.06794079907816293,3.7532533501855805,3.9653712255759532,4.189477098807692
0.000646,0.0638470668448424,0.06586213434315254,0.06794079907816293,4.189477098807692,4.42624848040168,4.676401170884524
0.000643,0.0638470668448424,0.06586213434315254,0.06794079907816293,4.676401170884524,4.940691424776398,5.219918236878273
0.000668,0.0638470668448424,0.06586213434315254,0.06794079907816293,5.219918236878273,5.514925757770336,5.82660584582409
0.000609,0.0638470668448424,0.06586213434315254,0.06794079907816293,5.82660584582409,6.155900763443285,6.5038060256849075
0.000614,0.0638470668448424,0.06586213434315254,0.06794079907816293,6.5038060256849075,6.871373409872062,7.25971413529735
0.000623,0.0638470668448424,0.06586213434315254,0.06794079907816293,7.25971413529735,7.670002222629526,8.103478043179491
0.0006,0.0638470668448424,0.06586213434315254,0.06794079907816293,8.103478043179491,8.561452068755672,9.045308833445212
0.000633,0.0638470668448424,0.06586213434315254,0.06794079907816293,9.045308833445212,9.556511119298175,10.096604378568765
0.000563,0.0638470668448424,0.06586213434315254,0.06794079907816293,10.096604378568765,10.66722140588275,11.27008727445586
0.000139,0.0638470668448424,0.06586213434315254,0.06794079907816293,11.27008727445586,11.907024551286224,12.579958807087245
6.2e-05,0.0638470668448424,0.06586213434315254,0.06794079907816293,12.579958807087245,13.290924437618376,14.042070814012659
4.6e-05,0.0638470668448424,0.06586213434315254,0.06794079907816293,14.042070814012659,14.835668780694615,15.67411752053271
6e-05,0.0638470668448424,0.06586213434315254,0.06794079907816293,15.67411752053271,16.55995180798096,17.49584967213718
5.2e-05,0.0638470668448424,0.06586213434315254,0.06794079907816293,17.49584967213718,18.484640492884626,19.529313554592992
6.3e-05,0.0638470668448424,0.06586213434315254,0.06794079907816293,19.529313554592992,20.63302708323817,21.799117794261466
5.8e-05,0.0638470668448424,0.06586213434315254,0.06794079907816293,21.799117794261466,23.03111098003311,24.332731167416135
5.5e-05,0.0638470668448424,0.06586213434315254,0.06794079907816293,24.332731167416135,25.707913377650407,27.160815022597262
4.3e-05,0.0638470668448424,0.06586213434315254,0.06794079907816293,27.160815022597262,28.695828473309135,30.317594338921154
4.6e-05,0.0638470668448424,0.06586213434315254,0.06794079907816293,30.317594338921154,32.03101549600908,33.84127191082679
3.9e-05,0.0638470668448424,0.06586213434315254,0.06794079907816293,33.84127191082679,35.75383629923332,37.77449067165226
4.6e-05,0.0638470668448424,0.06586213434315254,0.06794079907816293,37.77449067165226,39.909343813081726,42.1648497509999
2e-05,0.0638470668448424,0.06586213434315254,0.06794079907816293,42.1648497509999,44.547827266997885,47.06548051112691
2.4e-05,0.0638470668448424,0.06586213434315254,0.06794079907816293,47.06548051112691,49.72542078128044,52.535689533454075
1.5e-05,0.0638470668448424,0.06586213434315254,0.06794079907816293,52.535689533454075,55.504782692447314,58.641676336502556
2e-05,0.0638470668448424,0.06586213434315254,0.06794079907816293,58.641676336502556,61.955853833530256,65.45733451095779
2.6e-05,0.0638470668448424,0.06586213434315254,0.06794079907816293,65.45733451095779,69.15670394587609,73.06514596705614
1.1e-05,0.0638470668448424,0.06586213434315254,0.06794079907816293,73.06514596705614,77.19447646558302,81.55717911632256
1.1e-05,0.0638470668448424,0.06586213434315254,0.06794079907816293,81.55717911632256,86.16644311821332,91.03620306747894
1e-05,0.0638470668448424,0.06586213434315254,0.06794079907816293,91.03620306747894,96.18118108430411,101.61693132033079
8e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,101.61693132033079,107.35988698152859,113.42741000859688
7e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,113.42741000859688,119.83784356509167,126.61056749195744
3e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,126.61056749195744,133.76605689611287,141.32594405021308
9e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,141.32594405021308,149.31308379072314,157.7516226120118
5e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,157.7516226120118,166.66707166534817,176.08638388349098
5e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,176.08638388349098,186.0380354640305,196.55211195782155
7e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,196.55211195782155,207.66039922276806,219.39647951792662
5e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,219.39647951792662,231.79583302844003,244.8959451282275
8e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,244.8959451282275,258.73641970470345,273.35909888812694
4e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,273.35909888812694,288.8081895475435,305.13039693573796
6e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,305.13039693573796,322.37506588723016,340.5943299961796
4e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,340.5943299961796,359.843269225189,380.18007642148444
3e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,380.18007642148444,401.66623324388144,424.3666960323934
4e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,424.3666960323934,448.35009218239543,473.6889276170203
3e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,473.6889276170203,500.45980598500944,528.7436602466912
3e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,528.7436602466912,558.6259973482117,590.1971567237096
6e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,590.1971567237096,623.5525834069318,658.7931165779523
3e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,658.7931165779523,696.0252944173212,735.3616761892738
5e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,735.3616761892738,776.9211825277038,820.8294549536521
5e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,820.8294549536521,867.2192357111913,916.2307690700113
1e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,916.2307690700113,968.0122253079195,1022.7201486550255
2e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,1022.7201486550255,1080.5199305538154,1141.5863096658716
0.0,0.0638470668448424,0.06586213434315254,0.06794079907816293,1141.5863096658716,1206.1039001368388,1274.2677497166753
3e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,1274.2677497166753,1346.2839294224782,1422.370156526539
0.0,0.0638470668448424,0.06586213434315254,0.06794079907816293,1422.370156526539,1502.7564527530292,1587.68583967315
1e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,1587.68583967315,1677.4150734010555,1772.2154208116622
1e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,1772.2154208116622,1872.373479626966,1978.1920448501505
5e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,1978.1920448501505,2089.991024166855,2208.1084050810155
1e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,2208.1084050810155,2332.9012767091076,2464.7469093218283
2e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,2464.7469093218283,2604.0438948968845,2751.213352130962
2e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,2751.213352130962,2906.7001995538217,3070.9745005933823
0.0,0.0638470668448424,0.06586213434315254,0.06794079907816293,3070.9745005933823,3244.5328846581474,3427.9000485331494
0.0,0.0638470668448424,0.06586213434315254,0.06794079907816293,3427.9000485331494,3621.630342628391,3826.309446875285
1e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,3826.309446875285,4042.556141337618,4271.024176889881
1e-06,0.0638470668448424,0.06586213434315254,0.06794079907816293,4271.024176889881,4512.404251618383,4767.426098920123
0.000402,0.06794079907816293,0.07008506823252088,0.07229701233725792,0.07999999999999999,0.08452125887808527,0.08929804002920383
0.000379,0.06794079907816293,0.07008506823252088,0.07229701233725792,0.08929804002920383,0.09434478448267444,0.09967674941321612
0.000414,0.06794079907816293,0.07008506823252088,0.07229701233725792,0.09967674941321612,0.10531005426600588,0.11126172948852864
0.000414,0.06794079907816293,0.07008506823252088,0.07229701233725792,0.11126172948852864,0.11754976801654278,0.12419317966981348
0.000429,0.06794079907816293,0.07008506823252088,0.07229701233725792,0.12419317966981348,0.13121204862206076,0.13862759411886386
0.000416,0.06794079907816293,0.07008506823252088,0.07229701233725792,0.13862759411886386,0.14646223462708277,0.15473965560973155
0.000369,0.06794079907816293,0.07008506823252088,0.07229701233725792,0.15473965560973155,0.1634848811311985,0.1727243495092878
0.000409,0.06794079907816293,0.07008506823252088,0.07229701233725792,0.1727243495092878,0.1824859932427924,0.1927993234562322
0.00039,0.06794079907816293,0.07008506823252088,0.07229701233725792,0.1927993234562322,0.20369551911704872,0.21520752129497553
0.000396,0.06794079907816293,0.07008506823252088,0.07229701233725792,0.21520752129497553,0.22737013274854592,0.24022012313980576
0.0004,0.06794079907816293,0.07008506823252088,0.07229701233725792,0.24022012313980576,0.25379634019531294,0.26813982714948303
0.000386,0.06794079907816293,0.07008506823252088,0.07229701233725792,0.26813982714948303,0.28329394682533116,0.2993045127277292
0.00035,0.06794079907816293,0.07008506823252088,0.07229701233725792,0.2993045127277292,0.31621992754549455,0.3340913294810264
0.000346,0.06794079907816293,0.07008506823252088,0.07229701233725792,0.3340913294810264,0.3529727468498688,0.37292126141758264
0.000327,0.06794079907816293,0.07008506823252088,0.07229701233725792,0.37292126141758264,0.3939971809677202,0.41626422162260607
0.000398,0.06794079907816293,0.07008506823252088,0.07229701233725792,0.41626422162260607,0.4397897004681118,0.46464473906476067
0.000346,0.06794079907816293,0.07008506823252088,0.07229701233725792,0.46464473906476067,0.4909044784604127,0.5186483063545496
0.000374,0.06794079907816293,0.07008506823252088,0.07229701233725792,0.5186483063545496,0.547960097100917,0.5789284652740918
0.000315,0.06794079907816293,0.07008506823252088,0.07229701233725792,0.5789284652740918,0.6116470335665513,0.6462147158261423
0.000392,0.06794079907816293,0.07008506823252088,0.07229701233725792,0.6462147158261423,0.6827360160896209,0.7213213445162929
0.000375,0.06794079907816293,0.07008506823252088,0.07229701233725792,0.7213213445162929,0.7620873511768764,0.805157278706688
0.000334,0.06794079907816293,0.07008506823252088,0.07229701233725792,0.805157278706688,0.8506613348892827,0.8987370862969332
0.000343,0.06794079907816293,0.07008506823252088,0.07229701233725792,0.8987370862969332,0.9495298741779894,1.0031932538484196
0.000375,0.06794079907816293,0.07008506823252088,0.07229701233725792,1.0031932538484196,1.0598894589158872,1.1197898917397926
0.000343,0.06794079907816293,0.07008506823252088,0.07229701233725792,1.1197898917397926,1.183075641610026,1.249938032210973
0.000316,0.06794079907816293,0.07008506823252088,0.07229701233725792,1.249938032210973,1.3205792000258516,1.3952127054299968
0.000347,0.06794079907816293,0.07008506823252088,0.07229701233725792,1.3952127054299968,1.4740641783205308,1.5573720002342704
0.00033,0.06794079907816293,0.07008506823252088,0.07229701233725792,1.5573720002342704,1.6453880250160273,1.7383783402160131
0.000375,0.06794079907816293,0.07008506823252088,0.07229701233725792,1.7383783402160131,1.8366240715181728,1.9404222326313807
0.000539,0.06794079907816293,0.07008506823252088,0.07229701233725792,1.9404222326313807,2.050086623212864,2.1659487775384263
0.000727,0.06794079907816293,0.07008506823252088,0.07229701233725792,2.1659487775384263,2.2883589667874706,2.417687257972894
0.000704,0.06794079907816293,0.07008506823252088,0.07229701233725792,2.417687257972894,2.5543246327171887,2.6986841692569943
0.000717,0.06794079907816293,0.07008506823252088,0.07229701233725792,2.6986841692569943,2.851202291249511,3.0123400871561223
0.000631,0.06794079907816293,0.07008506823252088,0.07229701233725792,3.0123400871561223,3.1825847041919566,3.3624508210555346
0.000688,0.06794079907816293,0.07008506823252088,0.07229701233725792,3.3624508210555346,3.552482203890815,3.7532533501855805
0.00066,0.06794079907816293,0.07008506823252088,0.07229701233725792,3.7532533501855805,3.9653712255759532,4.189477098807692
0.000654,0.06794079907816293,0.07008506823252088,0.07229701233725792,4.189477098807692,4.42624848040168,4.676401170884524
0.000636,0.06794079907816293,0.07008506823252088,0.07229701233725792,4.676401170884524,4.940691424776398,5.219918236878273
0.000635,0.06794079907816293,0.07008506823252088,0.07229701233725792,5.219918236878273,5.514925757770336,5.82660584582409
0.00065,0.06794079907816293,0.07008506823252088,0.07229701233725792,5.82660584582409,6.155900763443285,6.5038060256849075
0.000666,0.06794079907816293,0.07008506823252088,0.07229701233725792,6.5038060256849075,6.871373409872062,7.25971413529735
0.000578,0.06794079907816293,0.07008506823252088,0.07229701233725792,7.25971413529735,7.670002222629526,8.103478043179491
0.000588,0.06794079907816293,0.07008506823252088,0.07229701233725792,8.103478043179491,8.561452068755672,9.045308833445212
0.000601,0.06794079907816293,0.07008506823252088,0.07229701233725792,9.045308833445212,9.556511119298175,10.096604378568765
0.000584,0.06794079907816293,0.07008506823252088,0.07229701233725792,10.096604378568765,10.66722140588275,11.27008727445586
0.000164,0.06794079907816293,0.07008506823252088,0.07229701233725792,11.27008727445586,11.907024551286224,12.579958807087245
7.1e-05,0.06794079907816293,0.07008506823252088,0.07229701233725792,12.579958807087245,13.290924437618376,14.042070814012659
8.6e-05,0.06794079907816293,0.07008506823252088,0.07229701233725792,14.042070814012659,14.835668780694615,15.67411752053271
5.7e-05,0.06794079907816293,0.07008506823252088,0.07229701233725792,15.67411752053271,16.55995180798096,17.49584967213718
6e-05,0.06794079907816293,0.07008506823252088,0.07229701233725792,17.49584967213718,18.484640492884626,19.529313554592992
